col_names,col_labels,col_types,as_type,is_type
formal_other_ever,Formal non prudential ever and formal registered ever combined,factor,as.factor,is.factor
informal_ever,Informal Ever,factor,as.factor,is.factor
access_ever,Access Ever,factor,as.factor,is.factor
overlap_ever,overlap_ever,factor,as.factor,is.factor
excludedpop_ever,Excluded Population Ever,numeric,as.numeric,is.numeric
E2Ci23,Paid late/ Missed a payment,numeric,as.numeric,is.numeric
mobile_bank_usage1,Mobile Banking Usage including Fuliza,factor,as.factor,is.factor
A17new,impact of COVID-19 on school return,factor,as.factor,is.factor
shock,Experienced any shock,factor,as.factor,is.factor
someone_else,Used Someone else account,factor,as.factor,is.factor
